"PARTIDO","SIGLA","NR_PARTIDO","CNPJ","ESFERA","UF","MUNICIPIO","NR_BANCO","NR_AGENCIA","DV_AGENCIA","NR_CONTA","DV_CONTA","FONTE_RECURSO"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"60132610000170","Municipal","SP","SÃO JOSÉ DOS CAMPOS","033","0093",,"13005927","9","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"62288840000159","Municipal","SP","CUBATÃO","001","1006","5","78090","1","Fundo Partidário"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"62288840000159","Municipal","SP","CUBATÃO","001","1006","5","77326","3","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"62475694000170","Municipal","SP","AMERICANA","104","2156",,"799","3","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"01277192000140","Municipal","SP","PIRANGI","001","3261","1","415","4","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"01464897000177","Municipal","SP","SANTO ANDRÉ","001","0264","x","101384","x","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"01391633000130","Municipal","SP","CACONDE","104","2082",,"205","1","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"09134050000136","Municipal","SP","CAIEIRAS","104","2106",,"00300002761","4","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"09134050000136","Municipal","SP","CAIEIRAS","104","2106",,"00300002961","7","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"03909951000176","Municipal","SP","GUATAPARÁ","104","2138","5","00000894","0","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"01387867000104","Municipal","SP","RANCHARIA","001","0272","0","22091","4","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"01387867000104","Municipal","SP","RANCHARIA","001","0272","0","14341","3","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"01387867000104","Municipal","SP","RANCHARIA","001","0272","0","21020","X","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"74340183000120","Municipal","SP","SÃO CAETANO DO SUL","033","0109",,"13006593","1","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"03822690000152","Municipal","SP","TATUÍ","104","0359",,"2815","8","Fundo Partidário"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"03822690000152","Municipal","SP","TATUÍ","104","0359",,"2801","8","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"01357809000138","Municipal","SP","SÃO SEBASTIÃO DA GRAMA","104","2352",,"190","7","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"18390741000191","Municipal","SP","LUÍS ANTÔNIO","104","4893",,"300","1","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"01464897000177","Municipal","SP","SANTO ANDRÉ","104","2969",,"03001765","4","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"67989913000153","Municipal","SP","HORTOLÂNDIA","001","6988","3","40919","7","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"60132610000170","Municipal","SP","SÃO JOSÉ DOS CAMPOS","001","0175",,"82547","6","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"01312269000176","Municipal","SP","SÃO PAULO","001","18","3","90058","3","Fundo Partidário"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"58387432000187","Municipal","SP","JUNDIAÍ","237","0150",,"149721","9","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"58387432000187","Municipal","SP","JUNDIAÍ","001","4253","6","47","7","Fundo Partidário"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"02109192000102","Municipal","SP","VINHEDO","001","6718","0","796","x","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"03896427000108","Municipal","SP","BARUERI","104","1969",,"2646","4","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"96500681000126","Municipal","SP","OSASCO","001","0637","8","4500","6","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"01312269000176","Municipal","SP","SÃO PAULO","033","0083",,"38000052","9","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"62475694000170","Municipal","SP","AMERICANA","104","2156",,"841","8","Fundo Partidário"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"01325714000132","Municipal","SP","ARARAQUARA","001","6512","9","17070","4","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"01393905000131","Municipal","SP","CONCHAL","001","1790","6","21405","1","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"01393905000131","Municipal","SP","CONCHAL","001","1790","6","11087","X","Fundo Partidário"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"57731226000180","Municipal","SP","SANTOS","104","0345",,"2472","5","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"57731226000180","Municipal","SP","SANTOS","104","0345",,"0002472","5","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"04061689000115","Municipal","SP","CAÇAPAVA","104","0295","3","808","7","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"01314907000198","Municipal","SP","TABOÃO DA SERRA","001","2700","6","111272","4","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"57731226000180","Municipal","SP","SANTOS","001","6502","1","1193","2","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"04009396000199","Municipal","SP","HOLAMBRA","001","3143","7","454546","x","Fundo Partidário"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"04009396000199","Municipal","SP","HOLAMBRA","001","3143","7","454545","1","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"58387432000187","Municipal","SP","JUNDIAÍ","001","4253","6","46","9","Fundo Partidário"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"58387432000187","Municipal","SP","JUNDIAÍ","001","4253","6","45","0","Fundo Partidário"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"67180778000109","Municipal","SP","SÃO BERNARDO DO CAMPO","001","0427","8","60330","9","Fundo Partidário"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"67180778000109","Municipal","SP","SÃO BERNARDO DO CAMPO","001","0427","8","60270","1","Fundo Partidário"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"67180778000109","Municipal","SP","SÃO BERNARDO DO CAMPO","001","0427","8","51045000","9","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"67180778000109","Municipal","SP","SÃO BERNARDO DO CAMPO","001","0427","8","45000","6","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"01296159000168","Municipal","SP","SANTA BÁRBARA D'OESTE","104","0960",,"001247","0","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"03840509000130","Municipal","SP","PARAGUAÇU PAULISTA","001","0105","8","29645","7","Fundo Partidário"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"03840509000130","Municipal","SP","PARAGUAÇU PAULISTA","001","0105","8","28272","3","Outros Recursos"
"PARTIDO SOCIAL LIBERAL","PSL",17,"15047964000162","Municipal","SP","RIBEIRÃO PRETO","001","2665","4","40496","9","Fundo Partidário"
"PARTIDO SOCIAL LIBERAL","PSL",17,"15047964000162","Municipal","SP","RIBEIRÃO PRETO","001","2665","4","40494","2","Outros Recursos"
"PARTIDO SOCIAL LIBERAL","PSL",17,"06312106000107","Municipal","SP","SUZANO","001","0718","8","90059","1","Fundo Partidário"
"PARTIDO SOCIAL LIBERAL","PSL",17,"30955318000197","Municipal","SP","ITUPEVA","237","0306",,"55319","0","Outros Recursos"
"PARTIDO SOCIAL LIBERAL","PSL",17,"08839081000120","Municipal","SP","VINHEDO","001","6718","0","6613","3","Outros Recursos"
"PARTIDO SOCIAL LIBERAL","PSL",17,"03719819000100","Municipal","SP","GUARULHOS","001","0636","x","29928","6","Outros Recursos"
"PARTIDO SOCIALISMO E LIBERDADE","PSOL",50,"15814224000104","Municipal","SP","TANABI","001","622","0","50555","2","Outros Recursos"
"PARTIDO SOCIALISMO E LIBERDADE","PSOL",50,"09676021000104","Municipal","SP","ARARAQUARA","104","0282","1","4231","4","Outros Recursos"
"PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO","PSTU",16,"14505320000108","Municipal","SP","SÃO PAULO","001","3055","4","26260","9","Outros Recursos"
"PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO","PSTU",16,"20352793000115","Municipal","SP","EMBU DAS ARTES","001","6888","8","9443","9","Outros Recursos"
"PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO","PSTU",16,"15868530000123","Municipal","SP","SÃO JOSÉ DO RIO PRETO","001","7007","6","8441","7","Outros Recursos"
"PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO","PSTU",16,"01371113000166","Municipal","SP","CAMPINAS","001","1849","X","206566","5","Outros Recursos"
"PARTIDO DOS TRABALHADORES","PT",13,"51392892000154","Municipal","SP","PRESIDENTE PRUDENTE","033","0033",,"13004292","7","Outros Recursos"
"PARTIDO DOS TRABALHADORES","PT",13,"51620029000107","Municipal","SP","SÃO JOSÉ DOS CAMPOS","001","2513","5","6567","6","Outros Recursos"
"PARTIDO DOS TRABALHADORES","PT",13,"51927036000156","Municipal","SP","SUMARÉ","001","900","3","6436","X","Outros Recursos"
"PARTIDO DOS TRABALHADORES","PT",13,"67664144000113","Municipal","SP","DRACENA","104","0302","6","03000119","4","Outros Recursos"
"PARTIDO DOS TRABALHADORES","PT",13,"43336767000107","Municipal","SP","SÃO BERNARDO DO CAMPO","104","2700","00","00001313","2","Outros Recursos"
"PARTIDO DOS TRABALHADORES","PT",13,"43336767000107","Municipal","SP","SÃO BERNARDO DO CAMPO","104","2700",,"013013","6","Outros Recursos"
"PARTIDO DOS TRABALHADORES","PT",13,"50447952000126","Municipal","SP","GUARATINGUETÁ","001","0306","9","49937","4","Outros Recursos"
"PARTIDO DOS TRABALHADORES","PT",13,"51892800000103","Municipal","SP","MOGI MIRIM","001","6542","0","010018289","5","Outros Recursos"
"PARTIDO DOS TRABALHADORES","PT",13,"51643195000129","Municipal","SP","CUBATÃO","001","1006","5","35383","3","Outros Recursos"
"PARTIDO DOS TRABALHADORES","PT",13,"01351794000109","Municipal","SP","AVARÉ","001","0203","8","6095","X","Outros Recursos"
"PARTIDO DOS TRABALHADORES","PT",13,"44289106000122","Municipal","SP","SANTOS","104","1233",,"00003276","4","Outros Recursos"
"PARTIDO DOS TRABALHADORES","PT",13,"50842392000104","Municipal","SP","MARÍLIA","104","0320",,"14927","0","Outros Recursos"
"PARTIDO DOS TRABALHADORES","PT",13,"50842392000104","Municipal","SP","MARÍLIA","001","0141","4","72965","5","Outros Recursos"
"PARTIDO DOS TRABALHADORES","PT",13,"09169752000155","Municipal","SP","FRANCISCO MORATO","104","2951",,"00300002311","7","Outros Recursos"
"PARTIDO DOS TRABALHADORES","PT",13,"09169752000155","Municipal","SP","FRANCISCO MORATO","104","2951",,"00300000252","7","Outros Recursos"
"PARTIDO DOS TRABALHADORES","PT",13,"57506958000176","Municipal","SP","VÁRZEA PAULISTA","104","2109","1","00000657","5","Outros Recursos"
"PARTIDO DOS TRABALHADORES","PT",13,"43336767000107","Municipal","SP","SÃO BERNARDO DO CAMPO","104","2700","3","587","3","Outros Recursos"
"PARTIDO DOS TRABALHADORES","PT",13,"50530401000121","Municipal","SP","FRANCO DA ROCHA","001","2072","9","24046","x","Outros Recursos"
"PARTIDO DOS TRABALHADORES","PT",13,"50530401000121","Municipal","SP","FRANCO DA ROCHA","001","2072","9","13015","X","Outros Recursos"
"PARTIDO DOS TRABALHADORES","PT",13,"50457555000135","Municipal","SP","JACAREÍ","001","683","1","15334","6","Outros Recursos"
"PARTIDO DOS TRABALHADORES","PT",13,"50457555000135","Municipal","SP","JACAREÍ","033","0190",,"13001046","9","Outros Recursos"
"PARTIDO DOS TRABALHADORES","PT",13,"50457555000135","Municipal","SP","JACAREÍ","104","0314","0","383","4","Outros Recursos"
"PARTIDO DOS TRABALHADORES","PT",13,"49063407000157","Municipal","SP","VOTUPORANGA","104","0364","6","00300001673","4","Outros Recursos"
"PARTIDO DOS TRABALHADORES","PT",13,"04043243000168","Municipal","SP","CERQUEIRA CÉSAR","104","420","6","577","6","Outros Recursos"
"PARTIDO DOS TRABALHADORES","PT",13,"52352614000136","Municipal","SP","CAMPO LIMPO PAULISTA","104","1189",,"00000100","3","Outros Recursos"
"PARTIDO DOS TRABALHADORES","PT",13,"51892800000103","Municipal","SP","MOGI MIRIM","001","6542","0","100598","7","Outros Recursos"
"PARTIDO TRABALHISTA BRASILEIRO","PTB",14,"06847935000194","Municipal","SP","FRANCO DA ROCHA","104","0907",,"00002729","0","Outros Recursos"
"PARTIDO TRABALHISTA BRASILEIRO","PTB",14,"06847935000194","Municipal","SP","FRANCO DA ROCHA","104","0907",,"00300002446","0","Outros Recursos"
"PARTIDO TRABALHISTA BRASILEIRO","PTB",14,"03979638000104","Municipal","SP","CACONDE","001","1691","8","7203","6","Outros Recursos"
"PARTIDO TRABALHISTA BRASILEIRO","PTB",14,"13830343000125","Municipal","SP","SUMARÉ","001","990","3","77415","4","Outros Recursos"
"PARTIDO TRABALHISTA BRASILEIRO","PTB",14,"06336601000156","Municipal","SP","MANDURI","237","2070","2","10279","2","Outros Recursos"
"PARTIDO TRABALHISTA BRASILEIRO","PTB",14,"03918727000140","Municipal","SP","CAMPINAS","001","4038","X","15645","0","Outros Recursos"
"PARTIDO TRABALHISTA BRASILEIRO","PTB",14,"15872612000141","Municipal","SP","SÃO JOSÉ DOS CAMPOS","104","0351",,"3849","4","Fundo Partidário"
"PARTIDO TRABALHISTA BRASILEIRO","PTB",14,"15872612000141","Municipal","SP","SÃO JOSÉ DOS CAMPOS","104","0351",,"00003521","5","Outros Recursos"
"PARTIDO TRABALHISTA BRASILEIRO","PTB",14,"08212139000100","Municipal","SP","CARAPICUÍBA","001","5658","8","12158","4","Fundo Partidário"
"PARTIDO TRABALHISTA BRASILEIRO","PTB",14,"25264985000193","Municipal","SP","TABOÃO DA SERRA","104","0357","0","3081","0","Outros Recursos"
"PARTIDO TRABALHISTA BRASILEIRO","PTB",14,"43326149000178","Municipal","SP","SANTO ANDRÉ","001","3279","4","17056","9","Fundo Partidário"
"PARTIDO TRABALHISTA BRASILEIRO","PTB",14,"43326149000178","Municipal","SP","SANTO ANDRÉ","001","3279","4","17055","0","Fundo Partidário"
"PARTIDO TRABALHISTA BRASILEIRO","PTB",14,"43326149000178","Municipal","SP","SANTO ANDRÉ","001","3279","4","010001400","3","Outros Recursos"
"PARTIDO TRABALHISTA BRASILEIRO","PTB",14,"43326149000178","Municipal","SP","SANTO ANDRÉ","001","3279","4","1400","1","Outros Recursos"
"PARTIDO TRABALHISTA CRISTÃO","PTC",36,"10313064000104","Municipal","SP","INDAIATUBA","104","2996","0","1711","2","Outros Recursos"
"PARTIDO TRABALHISTA CRISTÃO","PTC",36,"07011989000188","Municipal","SP","SÃO PAULO","001","1551","2","19170","1","Fundo Partidário"
"PARTIDO TRABALHISTA CRISTÃO","PTC",36,"07011989000188","Municipal","SP","SÃO PAULO","001","1551","2","19163","9","Outros Recursos"
"PARTIDO VERDE","PV",43,"03792797000103","Municipal","SP","SÃO JOSÉ DOS CAMPOS","001","3574","2","6871","3","Outros Recursos"
"PARTIDO VERDE","PV",43,"03915492000133","Municipal","SP","SÃO BERNARDO DO CAMPO","001","0427","8","60245","0","Fundo Partidário"
"PARTIDO VERDE","PV",43,"03915492000133","Municipal","SP","SÃO BERNARDO DO CAMPO","001","0427","8","53043","8","Outros Recursos"
"PARTIDO VERDE","PV",43,"03873162000122","Municipal","SP","TATUÍ","104","0359",,"2296","6","Outros Recursos"
"PARTIDO VERDE","PV",43,"06232984000112","Municipal","SP","VÁRZEA PAULISTA","001","2766","9","19208","2","Outros Recursos"
"PARTIDO VERDE","PV",43,"03956054000113","Municipal","SP","CAMPINAS","104","2952",,"172","0","Outros Recursos"
"PARTIDO VERDE","PV",43,"03819202000158","Municipal","SP","VINHEDO","001","6718","0","829","X","Outros Recursos"
"PARTIDO VERDE","PV",43,"03258598000101","Municipal","SP","ITAPETININGA","001","6522","6","6257","X","Outros Recursos"
"PARTIDO VERDE","PV",43,"04125922000186","Municipal","SP","SÃO PAULO","104","2911",,"1079","3","Outros Recursos"
"PARTIDO VERDE","PV",43,"04125922000186","Municipal","SP","SÃO PAULO","104","2911","1","2223","6","Fundo Partidário"
"REDE SUSTENTABILIDADE","REDE",18,"25257976000175","Municipal","SP","SANTOS","001","6502","1","12520","2","Outros Recursos"
"REDE SUSTENTABILIDADE","REDE",18,"25257976000175","Municipal","SP","SANTOS","001","6502","1","12587","3","Fundo Partidário"
"SOLIDARIEDADE","SDD",77,"23866468000169","Municipal","SP","DIVINOLÂNDIA","001","2026","5","11989","X","Outros Recursos"
"SOLIDARIEDADE","SDD",77,"22357903000167","Municipal","SP","MOGI MIRIM","104","0322",,"2422","9","Outros Recursos"
"SOLIDARIEDADE","SDD",77,"23272455000161","Municipal","SP","CARAGUATATUBA","001","1741","8","34682","9","Outros Recursos"
"SOLIDARIEDADE","SDD",77,"23272455000161","Municipal","SP","CARAGUATATUBA","001","1741","8","34240","8","Outros Recursos"
"SOLIDARIEDADE","SDD",77,"20531937000109","Municipal","SP","SÃO JOSÉ DOS CAMPOS","104","0351",,"00300003530","4","Outros Recursos"
"SOLIDARIEDADE","SDD",77,"20828410000132","Municipal","SP","SÃO SEBASTIÃO","001","0715","3","43882","0","Outros Recursos"
"SOLIDARIEDADE","SDD",77,"22153207000139","Municipal","SP","SÃO PAULO","001","5933","1","40777","1","Fundo Partidário"
"SOLIDARIEDADE","SDD",77,"22153207000139","Municipal","SP","SÃO PAULO","001","5933","1","40677","5","Outros Recursos"
"SOLIDARIEDADE","SDD",77,"23960267000126","Municipal","SP","CACONDE","104","2082",,"220","5","Outros Recursos"
"SOLIDARIEDADE","SDD",77,"25126021000189","Municipal","SP","SÃO SEBASTIÃO DA GRAMA","104","2352",,"186","9","Outros Recursos"
"SOLIDARIEDADE","SDD",77,"24743752000100","Municipal","SP","LUCÉLIA","104","1157","03","1108","0","Outros Recursos"
"SOLIDARIEDADE","SDD",77,"25269427000110","Municipal","SP","SANTOS","237","2237",,"22416","2","Outros Recursos"
"DEMOCRATAS","DEM",25,"02569357000110","Estadual","TO","NA","001","3962","4","9479","X","Fundo Partidário"
"DEMOCRATAS","DEM",25,"02569357000110","Estadual","TO","NA","001","3962","4","39134","4","Fundo Partidário"
"DEMOCRATAS","DEM",25,"02569357000110","Estadual","TO","NA","001","3962","4","33390","5","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"06972305000141","Estadual","TO","NA","104","2525",,"5842","9","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"06972305000141","Estadual","TO","NA","104","2525",,"210","5","Fundo Partidário"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"06972305000141","Estadual","TO","NA","104","2525",,"5841","0","Fundo Partidário"
"PROGRESSISTAS","PP",11,"00072451000134","Estadual","TO","NA","001","0638","6","81577","2","Outros Recursos"
"PROGRESSISTAS","PP",11,"00072451000134","Estadual","TO","NA","001","0638","6","58669","2","Fundo Partidário"
"PARTIDO PÁTRIA LIVRE","PPL",54,"15759837000196","Estadual","TO","NA","001","3962","4","40043","2","Outros Recursos"
"PARTIDO POPULAR SOCIALISTA","PPS",23,"03946328000193","Estadual","TO","NA","001","1505","9","33138","4","Fundo Partidário"
"PARTIDO POPULAR SOCIALISTA","PPS",23,"03946328000193","Estadual","TO","NA","001","1867","8","64176","6","Fundo Partidário"
"PARTIDO DA REPÚBLICA","PR",22,"08738595000199","Estadual","TO","NA","001","1505","9","64624","5","Fundo Partidário"
"PARTIDO DA REPÚBLICA","PR",22,"08738595000199","Estadual","TO","NA","001","1505","9","44736","6","Outros Recursos"
"PARTIDO DA REPÚBLICA","PR",22,"08738595000199","Estadual","TO","NA","001","1505","9","41702","5","Fundo Partidário"
"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO","PRTB",28,"06021659000100","Estadual","TO","NA","104","793",,"00003801","3","Outros Recursos"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"03782724000122","Estadual","TO","NA","001","1505","9","31785","3","Fundo Partidário"
"PARTIDO SOCIAL DEMOCRÁTICO","PSD",55,"14722436000107","Estadual","TO","NA","003","127",,"73150","2","Fundo Partidário"
"PARTIDO SOCIAL DEMOCRÁTICO","PSD",55,"14722436000107","Estadual","TO","NA","001","1505","9","64463","3","Fundo Partidário"
"PARTIDO SOCIAL DEMOCRÁTICO","PSD",55,"14722436000107","Estadual","TO","NA","001","1505","9","54886","3","Outros Recursos"
"PARTIDO SOCIAL DEMOCRÁTICO","PSD",55,"14722436000107","Estadual","TO","NA","001","1505","9","51493","4","Fundo Partidário"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"01944116000141","Estadual","TO","NA","001","1867","8","126014","6","Fundo Partidário"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"01944116000141","Estadual","TO","NA","001","1867","8","116951","3","Outros Recursos"
